"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TMAX","TMIN","TOBS","WESD","WESF","WT01","WT03","WT04","WT05","WT06","WT08","WT09","WT11","WT14","WT16","WT18"
"USC00369735","WILLIAMSPORT 2, PA US","1997-08-30",,,"0.00","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-08-31",,,"0.95","0.0","0.0",,,,,,"    1","    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-01",,,"0.00","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-02",,,"0.00","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-03",,,"0.05","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-04",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-05",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-06",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-07",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-08",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-09",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-10",,,"0.40","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-11",,,"1.76","0.0","0.0",,,,,,,"    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-12",,,"0.01","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-13",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-14",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-15",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-16",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-17",,,"0.01","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-18",,,"0.09","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-19",,,"0.00","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-20",,,"0.21","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-21",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-22",,,"0.00","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-23",,,"0.01","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-24",,,"0.00","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-25",,,"0.00","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-26",,,"0.00","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-27",,,"0.00","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-28",,,"0.13","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-29",,,"1.61","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-09-30",,,"0.07","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-01",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-02",,,"0.08","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-03",,,"0.03","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-04",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-05",,,"0.02","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-06",,,"0.00","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-07",,,"0.00","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-08",,,"0.00","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-09",,,"0.00","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-10",,,"0.00","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-11",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-12",,,"0.00","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-13",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-14",,,"0.02","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-15",,,"0.04","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-16",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-17",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-18",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-19",,,"0.00","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-20",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-21",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-22",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-23",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-24",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-25",,,"0.32","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-26",,,"0.24","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-27",,,"0.17","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-28",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-29",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-30",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-10-31",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-01",,,"1.50","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-02",,,"0.77","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-03",,,"0.12","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-04",,,"0.09","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-05",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-06",,,"0.00","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-07",,,"0.28","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-08",,,"0.98","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-09",,,"0.36","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-10",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-11",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-12",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-13",,,"0.01","0.0","0.0",,,,,,,,"    1",,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-14",,,"1.01","2.2","1.0",,,,,,"    1",,"    1",,"    1",,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-15",,,"0.03","0.1","2.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-16",,,"0.00","0.0","1.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-17",,,"0.00","0.0","1.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-18",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-19",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-20",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-21",,,"0.02","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-22",,,"0.66","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-23",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-24",,,"0.01","0.3","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-25",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-26",,,"0.05","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-27",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-28",,,"0.03","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-29",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-11-30",,,"0.39","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-01",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-02",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-03",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-04",,,"0.06","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-05",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-06",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-07",,,"0.01","0.1","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-08",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-09",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-10",,,"0.35","1.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-11",,,"0.01","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-12",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-13",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-14",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-15",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-16",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-17",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-18",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-19",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-20",,,"0.01","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-21",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-22",,,"0.16","0.3","0.0",,,,,,,,"    1",,"    1",,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-23",,,"0.19","0.1","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-24",,,"0.14","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-25",,,"0.24","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-26",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-27",,,"0.01","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-28",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-29",,,"0.12","1.4",,,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-30",,,"0.54","6.7","7.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1997-12-31",,,"0.00","0.0","6.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-01",,,"0.00","0.0","5.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-02",,,"0.00","0.0","5.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-03",,,"0.00","0.0","2.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-04",,,"0.01","0.0","1.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-05",,,"0.00","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-06",,,"0.22","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-07",,,"0.16","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-08",,,"1.48","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-09",,,"0.16","0.0","0.0",,,,,,"    1","    1",,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-10",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-11",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-12",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-13",,,"0.02","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-14",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-15",,,"0.14","0.0","0.0",,,,,,,,,,"    1",,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-16",,,"0.40","0.2","0.0",,,,,,,,,,"    1",,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-17",,,"0.11","0.7","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-18",,,"0.04","0.3","1.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-19",,,"0.00","0.0",,,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-20",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-21",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-22",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-23",,,"0.95","5.0","4.0",,,,,,"    1",,"    1",,"    1",,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-24",,,"0.00","0.0","2.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-25",,,"0.00","0.0","1.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-26",,,"0.00","0.0","1.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-27",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-28",,,"0.05","0.1","0.0",,,,,,,,"    1",,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-29",,,"0.01","0.0","0.0",,,,,,"    1",,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-30",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-01-31",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-02-01",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-02-02",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-02-03",,,"0.00","0.0","0.0",,,,,,,,,,,,,,,,
"USC00369735","WILLIAMSPORT 2, PA US","1998-02-04",,,"0.16","0.6",,,,,,,,,"    1",,,,,,,,
